################################
# orbit and GW data for:
#    E = -0.03445 l = 3.7
################################
# t  r(t)  phi(t)  Hplus(t)  Hcross(t)
330 7.238171018004555 10.161188627718522 -6.03903454064728e-08 4.539431213478355e-06
331 7.111905586678666 10.233068738310644 -1.9431961788465084e-07 4.622872944787335e-06
332 6.9878733311147965 10.307523841756394 -3.3683724961528454e-07 4.693155402623391e-06
333 6.866258319571353 10.384643066347445 -4.880664849649632e-07 4.748142408372911e-06
334 6.747245392577847 10.464513113867971 -6.481058622874161e-07 4.785550790969951e-06
335 6.631018361387597 10.54721702276868 -8.169126361041438e-07 4.802844328780868e-06
336 6.517758939014197 10.632833382102744 -9.944326287584887e-07 4.797281305356791e-06
337 6.407644837594769 10.72143494403418 -1.1805863191620435e-06 4.765861249939122e-06
338 6.3008476723277935 10.81308715867194 -1.3750166292660654e-06 4.705220989366946e-06
339 6.197531586139002 10.907847186516316 -1.577129544068454e-06 4.611698475304247e-06
340 6.0978510559463786 11.005762351081122 -1.7861660516472447e-06 4.481400796692113e-06
341 6.001948949931893 11.106868726535042 -2.0010624418420175e-06 4.310207973905802e-06
342 5.909955139895454 11.211190143958412 -2.220500055148496e-06 4.093734542647969e-06
343 5.821984553197925 11.318736781845397 -2.4428771935073673e-06 3.82731449656009e-06
344 5.738135961275947 11.429504181914716 -2.6660497432651485e-06 3.506118453976191e-06
345 5.658490974503539 11.54347249486914 -2.8872905473064302e-06 3.125304395868071e-06
346 5.5831131525466695 11.660605683392 -3.103372364653096e-06 2.680080751761704e-06
347 5.512047842572697 11.78085118145245 -3.310449482735707e-06 2.1658335623764757e-06
348 5.445322087653975 11.90413968732339 -3.5039047538207963e-06 1.5783505431547087e-06
349 5.382945303931862 12.030385291964011 -3.6782824013393477e-06 9.141116848282744e-07
350 5.324910289552566 12.159485849047474 -3.8272448405210155e-06 1.7061570086844964e-07
351 5.2711942505788665 12.291323425625192 -3.9435311854472575e-06 -6.532040777695102e-07
352 5.221760850171741 12.425765234719078 -4.018898133202007e-06 -1.556427027399569e-06
353 5.176562517690201 12.562664772518943 -4.044146796416118e-06 -2.535586222613362e-06
354 5.135541903236765 12.701862528954212 -4.009216488022111e-06 -3.5839744921659195e-06
355 5.0986350639105265 12.843187552456158 -3.903327635846913e-06 -4.69074744390472e-06
356 5.065774235562323 12.986458857995176 -3.715251100959064e-06 -5.840069636449803e-06
357 5.036889434387917 13.131486224937479 -3.433719309223207e-06 -7.010309256676896e-06
358 5.011911846340991 13.278071906521797 -3.0480146440973178e-06 -8.173016421964528e-06
359 4.990776244548357 13.426011859034377 -2.548761640721056e-06 -9.292064629844965e-06
360 4.973422431401349 13.575096466270615 -1.9289029542305367e-06 -1.0323294239562243e-05
361 4.9597979385195154 13.725112025617797 -1.1849794532003627e-06 -1.1214249533191546e-05
362 4.949859582867976 13.875841630464448 -3.1864855268982337e-07 -1.1904524794552853e-05
363 4.943574389852613 14.027065727158876 6.617217225082704e-07 -1.2327235096673946e-05
364 4.940921136427849 14.178563330724351 1.7392493439280916e-06 -1.2411367454977104e-05
365 4.941890735063137 14.330112594476804 2.886786449680216e-06 -1.208551336212728e-05
366 4.946486456360127 14.481491328951343 4.0655788116160945e-06 -1.1283287056445963e-05
367 4.954724067692696 14.632478072002193 5.224374183753777e-06 -9.950308674781127e-06
368 4.966631061952502 14.782852587193723 6.299500322844812e-06 -8.052725255106395e-06
369 4.982246072584383 14.93239654212809 7.216371318007986e-06 -5.58684236996264e-06
370 5.001617548930865 15.080894651872859 7.892638071472112e-06 -2.5891525901652806e-06
371 5.0248021049066525 15.228135350246996 8.24342794358311e-06 8.54513474078024e-07
372 5.051863059942548 15.373911766419072 8.188758560732857e-06 4.6022826577353805e-06
373 5.082867887176649 15.51802311441639 7.662894531214637e-06 8.453782150963803e-06
374 5.117886111587823 15.660275587164149 6.625135680738063e-06 1.2154008199369595e-05
375 5.156987069197249 15.800483639750457 5.0709367852921035e-06 1.5405224036668414e-05
376 5.20023676448557 15.938471548921868 3.041854449133975e-06 1.7887898448411426e-05
377 5.24769577443701 16.074074375101493 6.325428760710792e-07 1.9290520207258875e-05
378 5.299416693989078 16.207139338102323 -2.0073000128497272e-06 1.9346752228564893e-05
379 5.355441281017273 16.337527194944734 -4.677851211418994e-06 1.7876386383330004e-05
380 5.415798819860566 16.46511299785612 -7.141856535474561e-06 1.4824857308218305e-05
381 5.480504032995457 16.589787153037687 -9.145444982753842e-06 1.0295049236868755e-05
382 5.549555311589199 16.71145617926369 -1.044592894243699e-05 4.5644596863811155e-06
383 5.622933918523023 16.830042992423415 -1.0843596132954596e-05 -1.918160601016668e-06
384 5.700603051056373 16.945487283176135 -1.0213648982461048e-05 -8.560652275581834e-06
385 5.782507531666302 17.057745424774563 -8.533410802332528e-06 -1.468026138953571e-05
386 5.868574168776436 17.166790000713867 -5.899619110509338e-06 -1.9577747781940948e-05
387 5.9587120346565285 17.272609532733625 -2.5315658790617555e-06 -2.2625187990975327e-05
388 6.052813422411788 17.375207620902128 1.2426004318452103e-06 -2.3355873574545847e-05
389 6.150755412308748 17.47460174304122 5.016721120805819e-06 -2.1542940453761814e-05
390 6.252400895217915 17.570822482578365 8.35210003559448e-06 -1.7253349714536503e-05
391 6.357600410526024 17.6639122177622 1.083243146850441e-05 -1.0866000644942989e-05
392 6.466194326961481 17.75392352474745 1.2120903185071657e-05 -3.0475164124531845e-06
393 6.5780141406930515 17.840918242972386 1.2011065260498796e-05 5.314805268138185e-06
394 6.692884633575182 17.924965987808992 1.0463332798771705e-05 1.3216559384417147e-05
395 6.810625957359474 18.006142632165965 7.620528410805854e-06 1.9663726300442204e-05
396 6.931054938917231 18.084529370450245 3.7986984779091527e-06 2.3806902498861026e-05
397 7.053986954965999 18.1602114134609 -5.469959640236299e-07 2.5062811064629674e-05
398 7.17923760601331 18.233276740044907 -4.877701260052761e-06 2.3204568705215936e-05
399 7.306623713180597 18.303815365852877 -8.64051791396522e-06 1.8405914619524293e-05
400 7.435964688258448 18.37191834747618 -1.1342861826906756e-05 1.1230970313353553e-05
401 7.567083672764571 18.43767688281564 -1.2620885670558822e-05 2.568995587782835e-06
402 7.699808139239451 18.501181838111094 -1.229188370848757e-05 -6.478248144710598e-06
403 7.833970716324328 18.562523088945593 -1.0382684388129808e-05 -1.4741503902721212e-05
404 7.969409830501693 18.62178894565886 -7.129381712139364e-06 -2.114133530067675e-05
405 8.105969979400106 18.679065899016585 -2.9479587615816374e-06 -2.4835406037763493e-05
406 8.243502091087636 18.73443825277463 1.6204310591800952e-06 -2.533448638510807e-05
407 8.381863746989932 18.787987828971907 5.981965940524323e-06 -2.2570404328828762e-05
408 8.520919283112095 18.839793824443795 9.570195968030228e-06 -1.690594694723904e-05
409 8.660539793623407 18.889932690026555 1.192231778417223e-05 -9.085179183375011e-06
410 8.800603083077554 18.938478026717057 1.2740852679080524e-05 -1.3141874960832833e-07
411 8.940993568398659 18.98550053075769 1.1932079682066835e-05 8.792456989287015e-06
412 9.081602220613336 19.031067991638494 9.616057435909455e-06 1.6541283187315113e-05
413 9.222326321240372 19.07524529946343 6.107201236506475e-06 2.21399406432337e-05
414 9.363069230267197 19.11809449444975 1.8686630575579996e-06 2.490949395789334e-05
415 9.503740123527184 19.159674839481013 -2.5524589532666047e-06 2.45499588855207e-05
416 9.644253952960193 19.200042832394384 -6.59946917323617e-06 2.116918760824102e-05
417 9.784531051750516 19.239252323206074 -9.779293726850658e-06 1.5255577318078978e-05
418 9.924496958506118 19.277354554599402 -1.172431924999695e-05 7.6004720142267344e-06
419 10.064081936181559 19.3143983702537 -1.2234697093327678e-05 -8.168440537742482e-07
420 10.20322087215248 19.350430254784584 -1.1296150270705427e-05 -8.963719932608878e-06
421 10.341853255700405 19.385494343311677 -9.072080775930697e-06 -1.5888470227264083e-05
422 10.479922635932082 19.419632629515224 -5.872606902316472e-06 -2.0835879712397708e-05
423 10.617376588389313 19.45288494627541 -2.1063654338465503e-06 -2.3329064026699334e-05
424 10.754166216153719 19.48528922184493 1.7770286056049386e-06 -2.3208837281345776e-05
425 10.890245959486942 19.516881568156975 5.345173314251423e-06 -2.0628631796419374e-05
426 11.025573595830629 19.547696280825235 8.233668943718868e-06 -1.6009553787940583e-05
427 11.160110215312026 19.577765850063354 1.018332016365349e-05 -9.965584593683971e-06
428 11.293819593645175 19.607121221680273 1.106010285496205e-05 -3.2122855174804494e-06
429 11.426668258319806 19.63579174785716 1.0857186375932041e-05 3.5268693129243185e-06
430 11.558625161123235 19.66380538059086 9.680991762201855e-06 9.603603319444387e-06
431 11.689661487816702 19.691188763702748 7.725247930351715e-06 1.4507769488759714e-05
432 11.819750658135371 19.717967232838728 5.238206384758004e-06 1.7904804136572424e-05
433 11.948868325788329 19.744164815469233 2.4883858514872805e-06 1.9646659353393276e-05
434 12.076992050704472 19.76980437936525 -2.665771757391049e-07 1.9759248182436704e-05
435 12.204101079393263 19.7949077101551 -2.8044983479562875e-06 1.8412147365858875e-05
436 12.33017638360152 19.819495526656095 -4.954765274495744e-06 1.5877653536330678e-05
437 12.455200373604761 19.84358763036799 -6.6057843717380135e-06 1.2486299785555045e-05
438 12.579156898086644 19.867202905531137 -7.7045682364789e-06 8.585058986249645e-06
439 12.702031244138974 19.89035931912652 -8.250256038290095e-06 4.50256677106612e-06
440 12.82381008820354 19.913073945292776 -8.283749648034222e-06 5.237359035090914e-07
441 12.944481114874463 19.935363140334104 -7.87554229690631e-06 -3.125410744750869e-06
442 13.064033203055326 19.957242447126237 -7.11352385500191e-06 -6.2837383022329085e-06
443 13.182456181931913 19.978726745075885 -6.092144229592166e-06 -8.85346049346813e-06
444 13.299740774011529 19.999830280705787 -4.903731660007093e-06 -1.0793128679208182e-05
445 13.415878595122997 20.02056666765467 -3.632122331026343e-06 -1.2107591474137671e-05
446 13.530862154416672 20.040948886677292 -2.3487701156256062e-06 -1.2836625840154423e-05
447 13.644684807229885 20.060989310683272 -1.1109770567094492e-06 -1.3043729589796716e-05
448 13.757340479584133 20.08069983796053 3.844316599167834e-08 -1.2806133042017885e-05
449 13.868823853536412 20.100091792088417 1.070183960921764e-06 -1.2206567308224416e-05
450 13.979130174575594 20.119176046701522 1.966708857266167e-06 -1.1326980031865536e-05
451 14.088255215731664 20.13796304603133 2.7203306849464373e-06 -1.0243982226940885e-05
452 14.196195277575715 20.156462804906198 3.3310736515212247e-06 -9.026089801355186e-06
453 14.302947188219951 20.174684908751374 3.8046427045507187e-06 -7.732321707715948e-06
454 14.408508303317687 20.19263851358898 4.1507157146718165e-06 -6.41161276811189e-06
455 14.512876371071533 20.210332421630724 4.3814379430866525e-06 -5.103183333111213e-06
456 14.61604948771133 20.227775090542046 4.510222026443701e-06 -3.8373494527284025e-06
457 14.718026171654719 20.244974605820353 4.5508579374805685e-06 -2.6364095052466542e-06
458 14.81880523024114 20.261938766787107 4.516846523590424e-06 -1.5158743493050498e-06
459 14.918385759537038 20.27867508670447 4.420950037937237e-06 -4.856538185300438e-07
460 15.016767144335876 20.295190792775323 4.274900198881332e-06 4.4897246924502994e-07
461 15.113949058158118 20.311492826143244 4.089248227111698e-06 1.2863180770260362e-06
462 15.209931463251236 20.327587841892527 3.873318007234059e-06 2.0273969422544423e-06
463 15.30471457179968 20.343482233545284 3.635203829498393e-06 2.67526994308668e-06
464 15.39829870961492 20.359182208172864 3.3818260380035357e-06 3.2344334053184055e-06
465 15.490684471728754 20.37469368771175 3.119025157121498e-06 3.71030956965816e-06
466 15.581872606074697 20.390022397479143 2.851663075671454e-06 4.108882880643548e-06
467 15.671863998736526 20.40517387620278 2.583736425592994e-06 4.436407839865283e-06
468 15.760659673948267 20.42015347602094 2.3184711685716036e-06 4.699185690399733e-06
469 15.848260794094198 20.434966362482445 2.058415914894667e-06 4.903402364015021e-06
470 15.934668659708858 20.44961751454667 1.8055531992058285e-06 5.055006028062501e-06
471 16.019884709477033 20.464111724583518 1.5614112033440708e-06 5.15963774800116e-06
472 16.10391051572307 20.478453601709358 1.327132585088771e-06 5.2225935670815115e-06
473 16.18674767005076 20.492647649784814 1.1034693161082396e-06 5.2487698045759475e-06
474 16.268397878421126 20.50669818753183 8.908891227701193e-07 5.24266107431305e-06
475 16.348862935601893 20.52060938203001 6.89669101970837e-07 5.208376274169573e-06
476 16.428144683721904 20.534385281857634 4.999198675014277e-07 5.149666018237496e-06
477 16.5062450122711 20.548029817091685 3.2164299624545334e-07 5.069972463901142e-06
478 16.583165858100543 20.561546799307813 1.546625099570632e-07 4.972341653438511e-06
479 16.658909205422386 20.57493992158037 -1.3466920836265701e-09 4.85940546185741e-06
480 16.733477085809902 20.588212758482396 -1.466978921761729e-07 4.733590903245859e-06
481 16.806871578197473 20.601368766085606 -2.817216109866693e-07 4.5971145950109e-06
482 16.87909480888058 20.614411281960415 -4.068098218250999e-07 4.451917280787014e-06
483 16.950148932155425 20.62734354200782 -5.223585448512857e-07 4.2997740617502515e-06
484 17.020036057689 20.64016873381529 -6.288187372599226e-07 4.142167564109779e-06
485 17.088758360353935 20.65288989842623 -7.266822601056629e-07 3.980277157858783e-06
486 17.156318020829556 20.665509995100713 -8.163778791979578e-07 3.815275199556235e-06
487 17.222717215636862 20.67803191072757 -8.983130576788103e-07 3.648254265781989e-06
488 17.287958117138515 20.690458459824374 -9.729119495616731e-07 3.4801022995832067e-06
489 17.35204289353884 20.70279238453746 -1.0405738406672077e-06 3.3116647610355614e-06
490 17.414973708883835 20.715036354641917 -1.1017039218055988e-06 3.1436064496442396e-06
491 17.476752723061153 20.727192967541583 -1.1567139312854417e-06 2.9763490877709174e-06
492 17.537382091800122 20.739264748269047 -1.2059679442178329e-06 2.8103861432337706e-06
493 17.596863966671734 20.75125414948566 -1.2498048779058214e-06 2.64621959457305e-06
494 17.655200495088646 20.76316355148152 -1.2885604531625628e-06 2.4841935977868075e-06
495 17.7123938196125 20.774995263016976 -1.3225474020071306e-06 2.324687581366409e-06
496 17.768446023409663 20.786751581401017 -1.3520682358579192e-06 2.168006859050366e-06
497 17.82335917483877 20.79843472487159 -1.3774177209648032e-06 2.014245334727175e-06
498 17.877135339836606 20.81004683239522 -1.3988632620851363e-06 1.863484461262738e-06
499 17.92977655345404 20.821590001822734 -1.4166566023743744e-06 1.7159296515124143e-06
500 17.981284819856015 20.833066289889285 -1.4310379706383323e-06 1.571737473734887e-06
501 18.03166211232157 20.84447771221433 -1.4422315280213007e-06 1.43096670025895e-06
502 18.080910373243814 20.85582624330166 -1.4504552323927515e-06 1.2937644877127611e-06
503 18.129031514129956 20.86711381653936 -1.4559152871593565e-06 1.1601981546746035e-06
504 18.17602741560127 20.878342324199842 -1.458793498904955e-06 1.030186009864394e-06
505 18.22189992739312 20.889513617439828 -1.4592528049276409e-06 9.036571988734344e-07
506 18.266650868354958 20.90062950630036 -1.457464954636434e-06 7.806759714806431e-07
507 18.310282026450313 20.91169175970679 -1.4535936730560289e-06 6.612853432919356e-07
508 18.352795158756802 20.922702105468794 -1.4477736412847305e-06 5.453991965166655e-07
509 18.39419199146612 20.933662230280348 -1.4401524634267168e-06 4.330533980612014e-07
510 18.434474219825322 20.944573779849257 -1.4308748179736683e-06 3.2428090234029377e-07
511 18.47364347656433 20.955438419750767 -1.4200537036275062e-06 2.189774146096066e-07
512 18.511701350476766 20.966257769828157 -1.4077844809501252e-06 1.1702207169811949e-07
513 18.54864940862365 20.977033377474054 -1.3941565695426979e-06 1.8320829977641574e-08
514 18.584489175316236 20.98776677090171 -1.3792888162488318e-06 -7.710425792273583e-08
515 18.619222132116008 20.99845945914501 -1.36328631459323e-06 -1.6927304229003557e-07
516 18.65284971783467 21.009112932058454 -1.3462105710002493e-06 -2.583235614452115e-07
517 18.685373328534165 21.019728660317185 -1.328158740188459e-06 -3.442630198531257e-07
518 18.716794317526666 21.030308095416967 -1.309234416333523e-06 -4.2708088298287544e-07
519 18.74711399537457 21.04085266967419 -1.289501702731355e-06 -5.068775232246019e-07
520 18.7763336298905 21.05136379622588 -1.2690120150535885e-06 -5.837618069431212e-07
521 18.804454446137324 21.061842869029675 -1.2478084806493003e-06 -6.578376715173193e-07
522 18.831477626428125 21.072291262863864 -1.2259392882297583e-06 -7.291797001663541e-07
523 18.85740431032622 21.08271033332735 -1.2034945229014377e-06 -7.977771003007473e-07
524 18.882235594645156 21.093101416839655 -1.180535755736093e-06 -8.636777934084572e-07
525 18.90597253344871 21.10346583064095 -1.1570687013060942e-06 -9.270239047458719e-07
526 18.928616138050888 21.113804872792024 -1.1331589056627752e-06 -9.878330663169212e-07
527 18.950167377015923 21.12411982217429 -1.1088863783986747e-06 -1.0461015780139477e-06
528 18.97062717615828 21.13441193848979 -1.0842847786358316e-06 -1.1019112732973697e-06
529 18.98999641854266 21.144682462261205 -1.0593789615705976e-06 -1.155347095385987e-06
530 19.00827594321859 21.154932619135426 -1.0341894077919313e-06 -1.2064887752615992e-06
531 19.02546652082857 21.16516368817581 -1.0087326553422527e-06 -1.2554105114551519e-06
532 19.04156888042042 21.175376892692423 -9.830282677178383e-07 -1.3021734278948838e-06
533 19.056583711444066 21.185573424825982 -9.571488108717718e-07 -1.3467765784114369e-06
534 19.070511657080058 21.19575447294216 -9.311420336480486e-07 -1.3892535169987043e-06
535 19.083353314239595 21.205921221631574 -9.049702317284855e-07 -1.429728424970464e-06
536 19.09510923356452 21.216074851709795 -8.786630032040421e-07 -1.4682381948488482e-06
537 19.105779919427317 21.226216540217337 -8.522942167723895e-07 -1.504774972382536e-06
538 19.115365829931097 21.23634746041967 -8.258889523127277e-07 -1.539390064512645e-06
539 19.123867376909633 21.24646878180721 -7.994579219554581e-07 -1.5721450654197777e-06
540 19.13128492592733 21.256581670095322 -7.730096937706623e-07 -1.6030974547423874e-06
541 19.137618796279224 21.266687287224325 -7.465509371692406e-07 -1.6323005354203354e-06
542 19.142869260991006 21.27678679135948 -7.200866589671183e-07 -1.659803400466263e-06
543 19.147036546819006 21.286881336891007 -6.936204300408543e-07 -1.6856509263071806e-06
544 19.15012083425019 21.296972074434066 -6.671658673323868e-07 -1.7098781679095046e-06
545 19.15212225750216 21.30706015082877 -6.407948918026019e-07 -1.73249232969107e-06
546 19.15304090452318 21.31714670914019 -6.145282618639039e-07 -1.7535335278221365e-06
547 19.15287681699213 21.327232888658326 -5.882890806026514e-07 -1.7730849073460718e-06
548 19.15162999031855 21.337319824898152 -5.620999908909595e-07 -1.7911690940293707e-06
549 19.149300373642607 21.347408649599576 -5.36033790964123e-07 -1.8077891116477073e-06
550 19.145887869835118 21.357500490727457 -5.101044700992993e-07 -1.8229830344849334e-06
551 19.141392335148506 21.36759648429433 -4.843150195389418e-07 -1.8367916763643985e-06
552 19.135813574080082 21.377697823593113 -4.586675533735558e-07 -1.8492530383034745e-06
553 19.129151341103487 21.387805645628177 -4.3316343458079743e-07 -1.86040233847841e-06
554 19.121405344887535 21.397921084558405 -4.078033954697639e-07 -1.8702720533260008e-06
555 19.11257524836566 21.40804528428204 -3.8258765252472933e-07 -1.8788919688444592e-06
556 19.102660668735908 21.41817939843668 -3.575160156664046e-07 -1.8862892412558263e-06
557 19.09166117746094 21.428324590399313 -3.325879920889881e-07 -1.8924884661905388e-06
558 19.079576300268027 21.438482033286267 -3.0780306251783373e-07 -1.8975117673409063e-06
559 19.066405517149065 21.448652909953253 -2.832199435754345e-07 -1.901385666725668e-06
560 19.05214826236055 21.45883841299534 -2.5889327867007817e-07 -1.9041451792534397e-06
561 19.036803924423605 21.46903974474697 -2.3473233516684488e-07 -1.9058141021029672e-06
562 19.02037184612396 21.47925811728194 -2.1067684941180427e-07 -1.9064026567570903e-06
563 19.002851324511965 21.489494752413417 -1.868024896685221e-07 -1.9059315912951704e-06
564 18.98424161090258 21.499750881693938 -1.6315881740325755e-07 -1.9044298979051981e-06
565 18.964541910875376 21.510027746415403 -1.397458209357515e-07 -1.901923943580723e-06
566 18.943751384274545 21.52032659760908 -1.1656317955416307e-07 -1.89843837551662e-06
567 18.92186914520889 21.530648696045596 -9.361032380538403e-08 -1.8939961609774816e-06
568 18.898894262051833 21.540995312234948 -7.088649292509228e-08 -1.8886186311799398e-06
569 18.874825757441403 21.5513677264265 -4.8390789450960105e-08 -1.8823255288442572e-06
570 18.849662608280248 21.56176722860898 -2.6122231021442975e-08 -1.8751350590787532e-06
571 18.823403745829058 21.57219511877888 -4.079799457239164e-09 -1.8670639432943588e-06
572 18.79604808007945 21.582652783177313 1.7737512876334755e-08 -1.8581274758555904e-06
573 18.767594459966773 21.593141595840116 3.9330659294552455e-08 -1.8483395832361374e-06
574 18.738041670209377 21.603662892346673 6.070049763131537e-08 -1.8377128853811278e-06
575 18.707388456483397 21.61421803727174 8.184775164043389e-08 -1.8262587590664936e-06
576 18.675633525422754 21.624808424185442 1.0277297481593297e-07 -1.8139874030684115e-06
577 18.64277554461916 21.635435475653264 1.2347651670928898e-07 -1.8009079048761064e-06
578 18.60881314262211 21.646100643236064 1.4392612648258317e-07 -1.787057383899988e-06
579 18.57374490893889 21.656805407490065 1.6405570698275546e-07 -1.772510458527372e-06
580 18.53756939403457 21.667551277966865 1.839070785821324e-07 -1.7572525819856176e-06
581 18.50028510933201 21.678339793213418 2.0357733014455864e-07 -1.7412080320875238e-06
582 18.46189052721186 21.689172520772047 2.2303169150386697e-07 -1.7244099242869374e-06
583 18.422384081012545 21.700051057180453 2.422131050413602e-07 -1.706918832613158e-06
584 18.381764165030287 21.71097702797169 2.611212926099447e-07 -1.6887493627694428e-06
585 18.340029134519096 21.72195208767419 2.7975717390926004e-07 -1.6699141520974854e-06
586 18.297177305690767 21.732977919811745 2.981216258467667e-07 -1.650424933175086e-06
587 18.253206955714877 21.74405623690352 3.162154578977949e-07 -1.6302925692616467e-06
588 18.208116322718798 21.75518878046405 3.340393887742659e-07 -1.6095270908379538e-06
589 18.161903605787685 21.766377321003223 3.5159402432445054e-07 -1.5881377332091278e-06
590 18.114566964964485 21.777623658026307 3.6887983655970846e-07 -1.5661329751860296e-06
591 18.066104521249922 21.788929620033933 3.8589714394171375e-07 -1.5435205785721204e-06
592 18.016514358025198 21.800297066708218 4.0264609282151024e-07 -1.5203076284888437e-06
593 17.96579458457412 21.811727990441288 4.1912663999243516e-07 -1.496500574491499e-06
594 17.913943247169936 21.823224386141106 4.3533853640809954e-07 -1.4721052723140615e-06
595 17.86095833679297 21.83478825220579 4.5128131197024563e-07 -1.4471270262969398e-06
596 17.80683782762137 21.846421647492143 4.6695426145443395e-07 -1.4215706322974215e-06
597 17.751579677031085 21.85812669131569 4.823564314949686e-07 -1.3954404211350638e-06
598 17.695181825595895 21.869905563450637 4.974771126610303e-07 -1.3687593093160162e-06
599 17.63764219708739 21.881760504129907 5.122765195686744e-07 -1.3416127965972923e-06
600 17.578958698474985 21.893693814045115 5.267623533002942e-07 -1.3139984450145654e-06
601 17.519129219925905 21.90570785434658 5.409972111461697e-07 -1.2857969071174017e-06
602 17.458151634805187 21.917805046643323 5.549707772298923e-07 -1.2570247965886698e-06
603 17.396023799675696 21.929987873003068 5.68643685701527e-07 -1.2277620489846994e-06
604 17.33274355429811 21.942258875952238 5.820122072379354e-07 -1.198023017577425e-06
605 17.26830872163092 21.95462065847595 5.950763459362091e-07 -1.1678140418669523e-06
606 17.20271710783044 21.967075884018037 6.078359436667081e-07 -1.1371409426667303e-06
607 17.1359665028405 21.97962727706262 6.202906650875706e-07 -1.1060090510906732e-06
608 17.06805476392487 21.992277706767826 6.32439983280688e-07 -1.0744232384798501e-06
609 16.998979721795752 22.005030097061876 6.442831659811442e-07 -1.0423879473243653e-06
610 16.928739173964587 22.017887416355222 6.558192624574752e-07 -1.0099072230235423e-06
611 16.857330949660135 22.03085274064479 6.670470909960727e-07 -9.769847465726685e-07
612 16.78475290982846 22.04392925351398 6.779652270138561e-07 -9.436238681450725e-07
613 16.71100294713294 22.057120246132687 6.885719918125208e-07 -9.098276414875716e-07
614 16.636078985954278 22.070429117257284 6.988654419558238e-07 -8.755988592042585e-07
615 16.559978982390476 22.08385937323062 7.088433592981219e-07 -8.409400888640122e-07
616 16.48270092425685 22.09741462798203 7.185032416757368e-07 -8.058537098786043e-07
617 16.404242831086037 22.11109860302733 7.278422942305195e-07 -7.703419512912653e-07
618 16.324602754127977 22.124915127468817 7.36848808978658e-07 -7.344449965478129e-07
619 16.243778776349934 22.138868137995274 7.455001113591386e-07 -6.982606858059351e-07
620 16.161769048431065 22.15296170727284 7.538113155123151e-07 -6.617290577217989e-07
621 16.078571876485796 22.167200113840572 7.618161394886747e-07 -6.246894502396423e-07
622 15.994185535090011 22.181587694366286 7.694949754549567e-07 -5.872028411350286e-07
623 15.908608407321125 22.19612895290064 7.768203470747965e-07 -5.493791686067475e-07
624 15.821839001072616 22.210828573690723 7.837899008152982e-07 -5.112272549110926e-07
625 15.733875949054001 22.225691421180034 7.904021947941495e-07 -4.7275056931357466e-07
626 15.644718008790848 22.24072254000851 7.966554979392504e-07 -4.3395224164760864e-07
627 15.554364062624773 22.255927155012497 8.025477737073038e-07 -3.948351002652762e-07
628 15.462813117713434 22.27131067122477 8.080766643918315e-07 -3.5540171177612695e-07
629 15.370064306030548 22.286878673874533 8.132394760419228e-07 -3.156544226515668e-07
630 15.276116884375648 22.302636928394044 8.180331640253772e-07 -2.7559540270285566e-07
631 15.180970368658974 22.31859147120142 8.224543192774433e-07 -2.3522669035489657e-07
632 15.084624458697338 22.33474855712756 8.264991552640465e-07 -1.9455023978081384e-07
633 14.987079003078774 22.351114636215804 8.301634956927369e-07 -1.5356797000611998e-07
634 14.888334137872379 22.367696448230728 8.334427630210138e-07 -1.1228181583962773e-07
635 14.788390286628315 22.384501022658167 8.363319678075082e-07 -7.06937806774704e-08
636 14.687248160377813 22.401535678705226 8.388256989413706e-07 -2.880599127179156e-08
637 14.584908757633166 22.41880802530025 8.409181148047212e-07 1.3379245604295902e-08
638 14.481373364387734 22.436325961092855 8.426029354210215e-07 5.58593845325904e-08
639 14.37664355411594 22.454097674453905 8.438722152202338e-07 9.857166783264443e-08
640 14.270721294882195 22.472131708352535 8.447187376324061e-07 1.4133338471886988e-07
641 14.163609030994891 22.490437005738265 8.451445759770273e-07 1.842577476954236e-07
642 14.055309518898612 22.509022810813345 8.451492966413707e-07 2.2767960798844572e-07
643 13.94582606287411 22.527898815167248 8.447176090985078e-07 2.714880664629073e-07
644 13.835162521585223 22.547075161791938 8.438373322167928e-07 3.154547574480676e-07
645 13.72332330807888 22.566562445081843 8.425048289540066e-07 3.5956136794248176e-07
646 13.610313389785109 22.586371710833888 8.40716371482966e-07 4.038055791385283e-07
647 13.49613828851702 22.606514456247464 8.384676369328336e-07 4.48185161361429e-07
648 13.380804180617798 22.62700268663442 8.357536852937283e-07 4.926978873645376e-07
649 13.264318104902472 22.647849025489315 8.325689388938079e-07 5.373414413944707e-07
650 13.146687664105738 22.669066541969638 8.289071635670026e-07 5.821133239457699e-07
651 13.027921429289261 22.69066898700086 8.247614516282225e-07 6.270107522293267e-07
652 12.908028971769767 22.712670811672005 8.201242067745946e-07 6.720305564308221e-07
653 12.787020863119043 22.735087167235665 8.149871310661472e-07 7.171690715345911e-07
654 12.664908675163934 22.757933905107976 8.093412141176146e-07 7.624220248182668e-07
655 12.541704979986342 22.781227576868645 8.031767246493584e-07 8.077844191092516e-07
656 12.41742343562177 22.804985478964934 7.964832045792244e-07 8.532504115875568e-07
657 12.292079262973198 22.829225889909655 7.892494658002396e-07 8.988131883761916e-07
658 12.165688799018325 22.853967829566034 7.814635898555143e-07 9.444648347667437e-07
659 12.038270008325261 22.879231342124523 7.731129306882121e-07 9.901962011974624e-07
660 11.909842576950744 22.905037546392993 7.641841206542104e-07 1.0359967651722246e-06
